,2022-03-01,2023-03-01,2023-09-01
Promoters,49.41,49.48,49.32
FIIs,1.25,1.53,1.34
DIIs,0.0,0.45,0.61
Government,0.04,0.05,0.04
Public,49.29,48.5,48.69
No. of Shareholders,127306.0,127198.0,140672.0
