,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,22,333,65,204
Cash from Investing Activity,13,-307,-133,-418
Cash from Financing Activity,-26,-14,58,234
Net Cash Flow,8,12,-10,21
