,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53
DIIs,0.33,0.33,0.33,0.33,0.33,0.22,0.22,0.22,0.22
Public,88.13,88.13,88.13,88.13,88.13,88.25,88.25,88.24,88.25
No. of Shareholders,1002.0,1039.0,1057.0,1058.0,1056.0,1062.0,1245.0,1266.0,1288.0
