,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,14,14,14,14,14,14,14,14,15,15,15,15
Reserves,313,518,681,883,1157,1613,1911,2272,2605,5327,6105,7183,7967
Borrowings,247,217,122,115,151,120,83,49,519,373,316,46,181
Other Liabilities,229,386,501,622,626,554,618,820,1087,1287,1354,1235,1964
Total Liabilities,802,1135,1318,1633,1949,2301,2626,3155,4225,7002,7791,8480,10127
Fixed Assets,297,478,527,533,874,945,998,1186,1858,2138,2452,2606,3411
CWIP,81,61,42,133,71,77,90,183,271,288,114,132,237
Investments,1,1,1,1,0,83,161,129,150,872,900,1016,1180
Other Assets,423,596,748,967,1003,1196,1378,1657,1946,3704,4325,4726,5299
Total Assets,802,1135,1318,1633,1949,2301,2626,3155,4225,7002,7791,8480,10127
