,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,28,28,28,28,28,28,28,0,33,33,33.0,33.0
Reserves,152,128,32,32,30,-53,-95,-121,175,128,91,44.0,
Preference Capital,19,24,27,27,27,27,27,27,0,0,0,,
Borrowings,228,234,233,205,208,208,208,208,179,174,178,199.0,
Other Liabilities,103,180,189,208,206,224,234,239,3,2,7,18.0,
Total Liabilities,511,570,482,473,472,407,375,354,357,337,309,294.0,
Fixed Assets,196,461,446,445,445,380,358,337,337,316,288,260.0,
CWIP,219,0,0,0,0,0,0,0,0,0,2,8.0,
Investments,0,0,0,0,0,0,0,0,0,0,0,0.0,
Other Assets,96,109,36,28,27,27,16,17,20,21,19,26.0,
Total Assets,511,570,482,473,472,407,375,354,357,337,309,294.0,
