,2020-06-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.14,0.39,1.68,0.25,0.77,0.55,2.29,0.17,10.22,0.90,4.08,0.32,0.26
Operating Profit,-0.14,-0.39,-1.68,-0.25,-0.77,-0.55,-2.29,-0.17,-10.22,-0.90,-4.08,-0.32,-0.26
OPM %,,,,,,,,,,,,,
Other Income,0.15,0.15,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00
Interest,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,5.26,0.00,5.26,0.00,10.52,5.26,12.61,7.10,7.12,7.12,7.14,7.12,7.12
Profit before tax,-5.25,-1.20,-6.79,-0.10,-11.14,-5.81,-14.90,-7.27,-17.34,-8.02,-11.20,-7.44,-7.38
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,-33.96,0.00,-9.23,-9.98,-7.05,0.00,-21.68
Net Profit,-5.25,-1.20,-6.78,-0.10,-11.13,-5.80,-19.96,-7.27,-18.93,-8.82,-12.00,-7.43,-8.98
EPS in Rs,-1.85,-0.42,-2.08,-0.03,-3.41,-1.78,-6.12,-2.23,-5.80,-2.70,-3.68,-2.28,-2.75
