,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-09-01
Sales,24.32,20.86,20.86,21.88,28.72
Expenses,23.71,19.99,19.99,21.05,27.41
Operating Profit,0.61,0.87,0.87,0.83,1.31
OPM %,2.51,4.17,4.17,3.79,4.56
Other Income,0.19,0.11,0.11,0.31,0.08
Interest,0.53,0.58,0.58,0.73,0.83
Depreciation,0.05,0.06,0.06,0.03,0.03
Profit before tax,0.22,0.34,0.34,0.38,0.53
Tax %,45.45,14.71,14.71,-52.63,16.98
Net Profit,0.12,0.29,0.29,0.59,0.44
EPS in Rs,0.27,0.66,0.48,0.98,0.35
