,2021-12-01,2022-03-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.33,73.33,73.33,71.2,74.74,74.74,72.32
DIIs,0.67,0.0,0.5,0.24,0.0,0.03,0.02
Public,26.0,26.67,26.17,28.56,25.26,25.23,27.65
No. of Shareholders,112.0,95.0,112.0,135.0,125.0,126.0,135.0
