,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,333.02,64.74,97.38,78.79
Inventory Days,,410.81,77.74,116.28,95.16
Days Payable,,449.65,97.48,103.63,39.84
Cash Conversion Cycle,,294.18,45.0,110.02,134.11
Working Capital Days,,310.91,46.63,99.04,135.71
ROCE %,,7.29,8.71,11.61,9.64
