,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,0.0,7.76,36.87,39.58,54.57
Expenses,0.0,7.34,35.81,38.06,52.77
Operating Profit,0.0,0.42,1.06,1.52,1.8
OPM %,,5.41,2.87,3.84,3.3
Other Income,0.0,0.0,0.38,0.17,0.41
Interest,0.0,0.0,0.65,1.29,1.62
Depreciation,0.0,0.0,0.1,0.1,0.05
Profit before tax,0.0,0.42,0.69,0.3,0.54
Tax %,,23.81,36.23,33.33,-29.63
Net Profit,0.0,0.31,0.43,0.2,0.71
EPS in Rs,0.0,310.0,0.98,0.33,0.57
