,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.0
FIIs,15.98,15.37,15.17,15.39,15.61,15.83,16.25,17.14,13.99,13.66,14.09,22.34
DIIs,21.59,21.57,21.78,21.43,21.41,21.81,21.63,21.86,25.57,25.85,25.68,28.45
Government,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02
Public,12.43,13.06,13.05,13.18,12.98,12.34,12.1,11.0,10.43,10.48,10.22,11.18
No. of Shareholders,18278.0,18758.0,18411.0,17456.0,16924.0,16990.0,24315.0,26207.0,25128.0,24544.0,25558.0,28901.0
