,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,385,400,415,431,459,555,610,677,738,824,932,1097,1156
Borrowings,0,0,0,0,0,0,0,0,0,0,0,0,2
Other Liabilities,57,51,56,55,51,48,50,64,69,82,119,115,172
Total Liabilities,452,461,481,495,521,613,670,751,817,916,1061,1223,1340
Fixed Assets,54,52,47,41,39,38,43,48,58,53,62,67,74
CWIP,1,0,0,1,0,1,3,0,1,8,8,0,0
Investments,110,174,218,211,220,313,352,381,454,492,561,718,809
Other Assets,288,235,215,242,262,260,272,321,304,363,431,437,457
Total Assets,452,461,481,495,521,613,670,751,817,916,1061,1223,1340
