,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,17,17,17,17,17,17,17,16,15,15,15,15,16
Reserves,953,1003,1026,978,1167,1347,1425,1464,1420,1794,2119,2465,2701
Borrowings,71,50,93,127,193,49,29,26,29,45,55,572,437
Other Liabilities,157,230,215,365,270,262,294,286,349,376,412,495,645
Total Liabilities,1198,1300,1351,1487,1648,1674,1765,1792,1814,2231,2601,3547,3799
Fixed Assets,276,334,311,329,440,679,640,621,651,634,1277,1901,1917
CWIP,39,5,46,55,135,4,17,15,16,26,19,55,72
Investments,302,398,500,552,479,411,434,457,403,678,13,206,315
Other Assets,581,563,494,552,594,580,674,699,743,894,1293,1385,1495
Total Assets,1198,1300,1351,1487,1648,1674,1765,1792,1814,2231,2601,3547,3799
