,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,76.0,56.0,80.0,49.0,76.0,56.0,66.0,55.0,85.0,62.0,78.0,66.0,96.0
Expenses,34.0,37.0,49.0,41.0,43.0,41.0,43.0,38.0,43.0,48.0,50.0,49.0,55.0
Operating Profit,42.0,18.0,31.0,9.0,34.0,15.0,22.0,16.0,42.0,14.0,27.0,18.0,42.0
OPM %,55.0,33.0,38.0,18.0,44.0,27.0,34.0,30.0,50.0,22.0,35.0,27.0,43.0
Other Income,8.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,12.0,10.0,12.0,11.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
Profit before tax,48.0,24.0,34.0,14.0,37.0,20.0,27.0,21.0,48.0,23.0,34.0,26.0,50.0
Tax %,25.0,22.0,23.0,17.0,28.0,25.0,15.0,33.0,27.0,28.0,41.0,31.0,29.0
Net Profit,36.0,19.0,26.0,12.0,27.0,15.0,23.0,14.0,35.0,16.0,20.0,18.0,36.0
EPS in Rs,12.04,6.32,8.85,3.75,9.04,4.91,7.72,4.61,11.57,5.38,6.6,5.99,11.81
