,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.91,-0.05,-0.55,-0.65,-0.35,-0.47,-0.96,-0.67,-0.87,-0.22,-0.39
Cash from Investing Activity,0.8200000000000001,0.03,0.78,0.44,0.36,0.43,1.06,0.66,0.54,0.44,0.4
Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.1,-0.13
Net Cash Flow,-0.09,-0.02,0.23,-0.21,0.01,-0.04,0.09,0.0,-0.06,0.13,-0.13
