,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.55,6.08,7.23,8.29,10.26,10.12,10.9,10.63,13.86,14.9,19.91,19.77,20.05
Expenses,5.73,6.01,6.76,7.68,9.12,9.02,10.23,10.96,13.42,13.39,16.83,17.72,18.45
Operating Profit,-0.18,0.07,0.47,0.61,1.14,1.1,0.67,-0.33,0.44,1.51,3.08,2.05,1.60
OPM %,-3.24,1.15,6.5,7.36,11.11,10.87,6.15,-3.1,3.17,10.13,15.47,10.37,7.98
Other Income,0.19,0.24,0.23,0.25,0.34,0.41,0.44,0.69,0.82,0.91,0.57,0.75,1.08
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.1,0.05,0.02,0.13,0.14,0.16,0.12,0.12,0.11,0.1,0.07,0.11,0.16
Profit before tax,-0.09,0.26,0.68,0.73,1.34,1.35,0.99,0.24,1.15,2.32,3.58,2.69,2.52
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,37.37,20.83,20.87,18.97,25.14,11.15,
Net Profit,-0.09,0.27,0.68,0.74,1.34,1.35,0.63,0.2,0.91,1.88,2.67,2.38,2.28
EPS in Rs,-0.08,0.23,0.59,0.64,1.16,1.17,0.54,0.17,0.79,1.62,2.3,2.05,1.96
