,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
Public,98.12,98.12,98.12,98.12,98.12,98.12,98.11,98.12
No. of Shareholders,807.0,834.0,847.0,870.0,1007.0,1632.0,1512.0,1596.0
