,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,52.42,56.58,59.14,64.31,79.28,84.35,90.17,99.75,92.91,85.53,86.02,75.25,61.6
Expenses,49.43,53.14,53.25,61.18,75.3,79.6,82.65,95.9,88.44,80.14,78.71,71.13,57.68
Operating Profit,2.99,3.44,5.89,3.13,3.98,4.75,7.52,3.85,4.47,5.39,7.31,4.12,3.92
OPM %,5.7,6.08,9.96,4.87,5.02,5.63,8.34,3.86,4.81,6.3,8.5,5.48,6.36
Other Income,0.03,0.03,-0.01,0.04,0.17,0.05,1.5,0.11,0.12,0.14,0.21,0.08,0.06
Interest,0.65,0.61,1.27,1.37,1.38,1.44,1.66,1.81,2.03,2.37,2.13,2.12,1.96
Depreciation,1.2,1.51,1.21,1.28,1.28,1.28,2.0,1.46,1.46,1.46,1.24,1.41,1.87
Profit before tax,1.17,1.35,3.4,0.52,1.49,2.08,5.36,0.69,1.1,1.7,4.15,0.67,0.15
Tax %,0.0,0.0,1.18,0.0,0.0,0.0,19.22,43.48,28.18,17.65,3.86,17.91,80.0
Net Profit,1.16,1.35,3.36,0.51,1.48,2.08,4.33,0.39,0.8,1.4,3.98,0.55,0.04
EPS in Rs,1.9,2.22,4.8,0.73,2.11,2.97,6.19,0.56,1.14,1.73,4.92,0.68,0.05
