,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,2.6,2.91,11.62
Reserves,1.67,1.43,1.54,4.82,20.11,11.79
Borrowings,1.17,1.0,0.28,3.9,4.29,5.87
Other Liabilities,9.18,5.29,2.08,3.7,3.84,1.96
Total Liabilities,12.03,7.73,3.91,15.02,31.15,31.24
Fixed Assets,1.48,1.44,0.45,5.55,6.83,9.31
CWIP,0.0,0.0,0.0,0.0,0.41,0.21
Investments,5.47,1.83,0.18,0.55,0.22,0.23
Other Assets,5.08,4.46,3.28,8.92,23.69,21.49
Total Assets,12.03,7.73,3.91,15.02,31.15,31.24
