,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,6.46,0.00,68.65,78.05,34.76
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,6.46,0.00,68.65,78.05,34.76
Working Capital Days,-67.75,-35.68,31.81,20.58,25.65
ROCE %,,-14.37,16.86,7.66,8.99
