,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3.78,-4.13,-2.5,-0.71,0.93
Cash from Investing Activity,-5.48,3.75,1.67,-2.36,-15.48
Cash from Financing Activity,0.66,-0.33,-0.03,4.79,13.72
Net Cash Flow,-1.03,-0.71,-0.86,1.72,-0.8300000000000001
