,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,17,32,47,-223
Cash from Investing Activity,-6,-6,-15,-61
Cash from Financing Activity,-9,-13,-2,277
Net Cash Flow,2,13,29,-7
