,2022-03-01,2023-03-01,2023-09-01
Promoters,78.51,78.5,74.98
FIIs,5.18,3.99,6.01
DIIs,4.02,4.76,5.23
Public,12.29,12.74,13.79
No. of Shareholders,263593.0,270823.0,285259.0
