,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.71,6.53,10.93,5.88,9.41,9.14,8.57,12.25,12.27,9.48,9.84,10.56,11.63
Expenses,6.73,6.47,8.99,7.24,9.12,8.93,9.95,10.79,10.85,9.84,12.65,10.48,11.21
Operating Profit,-0.02,0.06,1.94,-1.36,0.29,0.21,-1.38,1.46,1.42,-0.36,-2.81,0.08,0.42
OPM %,-0.3,0.92,17.75,-23.13,3.08,2.3,-16.1,11.92,11.57,-3.8,-28.56,0.76,3.61
Other Income,1.33,1.24,0.45,3.96,1.7,2.85,0.78,-2.48,2.06,0.89,0.64,2.0,0.19
Interest,0.27,0.31,0.29,0.29,0.28,0.3,0.33,0.34,0.38,0.39,0.36,0.39,0.37
Depreciation,0.57,0.59,0.59,0.62,0.62,0.7,0.7,0.71,0.73,0.76,0.76,0.72,0.7
Profit before tax,0.47,0.4,1.51,1.69,1.09,2.06,-1.63,-2.07,2.37,-0.62,-3.29,0.97,-0.46
Tax %,0.0,0.0,5.96,2.37,11.93,3.88,-19.63,-12.08,8.44,-9.68,12.46,0.0,0.0
Net Profit,0.47,0.4,1.42,1.65,0.97,1.98,-1.95,-2.33,2.17,-0.68,-2.88,0.97,-0.46
EPS in Rs,0.36,0.31,1.08,1.26,0.74,1.51,-1.49,-1.78,1.66,-0.52,-2.2,0.74,-0.35
