,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61
DIIs,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
Public,85.01,85.01,85.01,85.01,85.01,85.01,85.01,85.01,85.01,85.01,85.01,85.02
No. of Shareholders,14023.0,13992.0,13977.0,13959.0,13953.0,13935.0,13908.0,13892.0,13874.0,13865.0,13848.0,13812.0
