,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4,7,6,1,10,4,-101
Cash from Investing Activity,0,-4,-32,-12,-23,-4,-222
Cash from Financing Activity,-4,-3,30,9,12,0,426
Net Cash Flow,0,0,4,-2,-1,-1,104
