,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,66.03,66.03,66.03,60.92,60.91,60.91
FIIs,2.18,2.7,2.11,2.52,2.22,2.81
DIIs,0.43,0.37,0.37,0.18,0.0,0.0
Public,31.35,30.9,31.51,36.38,36.86,36.28
No. of Shareholders,38508.0,33471.0,32856.0,30703.0,35945.0,37850.0
