,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,30.97,18.66,0.00,6.47
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,30.97,18.66,0.00,6.47
Working Capital Days,-47.88,-67.14,-85.73,-49.57
ROCE %,,51.56,57.02,24.20
