,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.0,24.31,25.46,34.51,18.89,62.12,81.13,32.3,19.72,29.87
Expenses,-0.07,-0.01,-0.15,-0.96,23.04,24.28,27.02,8.91,53.77,78.54,42.21,18.75,28.06
Operating Profit,0.07,0.01,0.15,0.96,1.27,1.18,7.49,9.98,8.35,2.59,-9.91,0.97,1.81
OPM %,,,,,5.22,4.63,21.7,52.83,13.44,3.19,-30.68,4.92,6.06
Other Income,0.01,0.00,0.01,0.01,0.02,0.26,0.47,0.62,0.11,0.14,0.06,0.03,0.21
Interest,0.06,0.01,0.09,0.89,0.47,0.41,5.54,7.99,6.47,1.99,0.45,0.21,0.21
Depreciation,0.00,0.01,0.02,0.08,0.09,0.34,0.82,0.76,0.75,0.73,0.71,0.71,0.70
Profit before tax,0.02,-0.01,0.05,0.0,0.73,0.69,1.6,1.85,1.24,0.01,-11.01,0.08,1.11
Tax %,0.00,0.00,40.00,,30.14,47.83,30.0,29.19,33.87,-100.0,0.09,-37.5,
Net Profit,0.01,-0.02,0.02,0.02,0.51,0.37,1.12,1.32,0.82,0.02,-11.0,0.11,1.14
EPS in Rs,10.00,-20.00,20.00,20.0,1.28,0.49,1.47,1.08,0.33,0.01,-4.41,0.04,0.47
