,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,0.01,4.0,7.6,7.6,12.18,24.96,24.96,24.96,24.96,24.96
Reserves,0.01,-0.01,0.01,0.03,0.51,6.28,7.4,11.54,20.02,20.04,9.05,9.16,10.02
Borrowings,5.28,1.75,6.11,12.15,2.14,17.85,62.17,50.13,33.76,4.95,0.23,2.53,0.6000000000000001
Other Liabilities,1.48,0.21,5.96,11.93,11.52,43.06,33.69,80.55,59.38,13.26,10.74,15.24,13.7
Total Liabilities,6.78,1.96,12.09,24.12,18.17,74.79,110.86,154.4,138.12,63.21,44.98,51.89,49.28
Fixed Assets,0.06,0.16,0.67,0.61,0.71,9.72,9.16,8.62,7.87,7.18,6.48,5.78,5.45
CWIP,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32,0.34,0.32,0.0,0.0
Other Assets,6.44,1.8,11.42,23.51,17.46,65.07,101.7,145.48,129.93,55.69,38.18,46.11,43.83
Total Assets,6.78,1.96,12.09,24.12,18.17,74.79,110.86,154.4,138.12,63.21,44.98,51.89,49.28
