,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,174.0,382.0,507.0,233.0,480.0,562.0,628.0,398.0,635.0,501.0,695.0,354.0,585.0
Expenses,179.0,330.0,427.0,203.0,395.0,460.0,510.0,346.0,516.0,425.0,573.0,331.0,497.0
Operating Profit,-6.0,52.0,80.0,30.0,85.0,102.0,118.0,52.0,120.0,76.0,121.0,23.0,88.0
OPM %,-3.0,14.0,16.0,13.0,18.0,18.0,19.0,13.0,19.0,15.0,17.0,6.0,15.0
Other Income,12.0,9.0,15.0,8.0,6.0,9.0,6.0,7.0,9.0,13.0,10.0,8.0,12.0
Interest,9.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0
Depreciation,16.0,16.0,14.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,14.0,13.0,14.0
Profit before tax,-18.0,39.0,76.0,17.0,72.0,92.0,106.0,41.0,109.0,68.0,113.0,13.0,81.0
Tax %,26.0,27.0,23.0,25.0,26.0,25.0,27.0,25.0,26.0,24.0,22.0,24.0,24.0
Net Profit,-14.0,28.0,58.0,13.0,53.0,69.0,77.0,31.0,81.0,52.0,88.0,10.0,61.0
EPS in Rs,-2.91,5.98,12.43,2.75,11.36,14.73,16.49,6.61,17.18,11.09,18.85,2.14,13.1
