,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.22,1.4,1.95,1.17,1.36,1.48,1.38,2.84,3.37,3.64,3.65,3.4,3.96
Expenses,0.29,0.59,1.18,0.42,0.46,0.54,0.4,0.43,0.55,0.54,0.96,0.62,0.91
Operating Profit,0.93,0.81,0.77,0.75,0.9,0.94,0.98,2.41,2.82,3.1,2.69,2.78,3.05
OPM %,76.23,57.86,39.49,64.1,66.18,63.51,71.01,84.86,83.68,85.16,73.7,81.76,77.02
Other Income,0.0,0.01,0.01,0.0,0.0,0.03,0.05,0.02,0.01,0.0,0.02,0.02,0.12
Interest,0.57,0.61,0.59,0.65,0.65,0.53,0.77,2.14,2.35,2.45,2.45,2.27,2.4
Depreciation,0.05,0.05,0.07,0.08,0.08,0.09,0.08,0.1,0.1,0.1,0.12,0.16,0.21
Profit before tax,0.31,0.16,0.12,0.02,0.17,0.35,0.18,0.19,0.38,0.55,0.14,0.37,0.56
Tax %,25.81,25.0,25.0,50.0,23.53,25.71,27.78,26.32,26.32,25.45,42.86,27.03,26.79
Net Profit,0.24,0.12,0.08,0.02,0.12,0.26,0.13,0.14,0.28,0.41,0.09,0.27,0.42
EPS in Rs,0.15,0.07,0.05,0.01,0.11,0.24,0.12,0.13,0.26,0.38,0.08,0.25,0.12
