,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,3.0,4,4,6,9,23,14,7
Inventory Days,,,,,,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,3.0,4,4,6,9,23,14,7
Working Capital Days,-141.0,-101,-96,-77,-117,-97,-156,-151
ROCE %,,123,72,-11,-270,-17,-22,-37
