,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1320,1320,1320,1320,1320,2640,2640,2640,2640,2640,2640,2640,3300
Reserves,19473,22360,26202,31091,34708,34205,37194,44481,46760,58127,69036,81518,89993
Borrowings,110126,139473,159215,187795,200660,202993,441151,539488,596561,659682,660476,751158,814065
Other Liabilities,4763,6178,7582,8705,10531,19700,41546,42260,48560,55257,58848,60796,67715
Total Liabilities,135682,169330,194320,228912,247220,259537,522531,628869,694521,775707,791000,896112,975072
Fixed Assets,77,75,72,102,198,296,161,196,238,341,719,782,781
CWIP,0,0,1,2,47,105,129,199,288,336,53,22,15
Investments,27,27,27,528,2230,3145,5493,4604,4404,3499,3774,5973,6923
Other Assets,135578,169229,194220,228280,244745,255990,516749,623871,689590,771530,786454,889334,967353
Total Assets,135682,169330,194320,228912,247220,259537,522531,628869,694521,775707,791000,896112,975072
