,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.99,74.99,74.99,74.99,58.86,58.86,58.86,58.86
FIIs,11.43,14.09,18.15,17.48,24.4,19.38,16.99,17.53
DIIs,7.84,4.91,2.19,1.52,7.53,11.49,14.02,13.55
Government,0.18,0.18,0.27,0.27,0.0,0.0,0.0,0.0
Public,5.55,5.82,4.4,5.75,9.21,10.26,10.11,10.06
No. of Shareholders,52161.0,61271.0,53687.0,54528.0,91661.0,144979.0,182940.0,185976.0
