,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26
Reserves,5.26,5.79,5.74,3.96,4.68,4.33,4.17,3.22,2.74,-0.13,-2.03,-3.67,-4.13
Borrowings,0.98,2.36,2.31,28.85,15.12,17.57,9.03,8.27,6.85,6.72,2.28,1.64,1.62
Other Liabilities,2.41,1.71,0.91,1.35,1.93,1.53,2.07,2.23,3.95,2.49,2.65,2.78,3.09
Total Liabilities,17.91,19.12,18.22,43.42,30.99,32.69,24.53,22.98,22.8,18.34,12.16,10.01,9.84
Fixed Assets,7.88,7.87,10.33,9.55,8.84,8.38,8.31,9.19,8.9,8.23,7.03,5.44,5.21
CWIP,2.27,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Other Assets,7.75,8.22,7.88,33.86,22.14,24.3,16.21,13.78,13.89,10.1,5.12,4.5600000000000005,4.62
Total Assets,17.91,19.12,18.22,43.42,30.99,32.69,24.53,22.98,22.8,18.34,12.16,10.01,9.84
