,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,12.99,11.2,49.45,63.27
Expenses,12.04,10.35,47.22,51.6
Operating Profit,0.95,0.85,2.23,11.67
OPM %,7.31,7.59,4.51,18.44
Other Income,0.05,0.15,0.02,0.09
Interest,0.37,0.28,0.39,0.23
Depreciation,0.59,0.54,0.61,0.71
Profit before tax,0.04,0.18,1.25,10.82
Tax %,-25.0,-44.44,7.2,25.69
Net Profit,0.06,0.26,1.17,8.04
EPS in Rs,0.13,0.52,2.33,16.03
