,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.51,5.01,5.01,5.01,5.01
Reserves,-0.33,-0.07,1.19,9.23,15.16
Borrowings,5.43,4.99,2.7,3.42,8.1
Other Liabilities,5.36,3.75,7.17,6.63,6.52
Total Liabilities,14.97,13.68,16.07,24.29,34.79
Fixed Assets,4.37,4.33,5.61,5.35,6.54
CWIP,0.0,0.0,0.0,0.2,0.45
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,10.6,9.35,10.46,18.74,27.8
Total Assets,14.97,13.68,16.07,24.29,34.79
