,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,5.04,10.12,8.63,12.04,11.57
Expenses,5.05,8.94,8.62,11.52,11.29
Operating Profit,-0.01,1.18,0.01,0.52,0.28
OPM %,-0.2,11.66,0.12,4.32,2.42
Other Income,0.05,0.0,-0.01,0.06,0.09
Interest,0.22,0.21,0.15,0.01,0.03
Depreciation,0.26,0.31,0.29,0.33,0.34
Profit before tax,-0.44,0.66,-0.44,0.24,0.00
Tax %,0.0,9.09,0.0,-4.17,
Net Profit,-0.44,0.6,-0.45,0.26,0.00
EPS in Rs,-17.6,24.0,-1.15,0.66,0.00
