,2022-03-01,2023-03-01
Debtor Days,33.47,32.51
Inventory Days,92.82,48.16
Days Payable,71.74,30.1
Cash Conversion Cycle,54.55,50.57
Working Capital Days,43.82,62.72
ROCE %,,-0.43
