,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,67.16,67.15,67.15,67.15,67.13,67.13,67.13,67.12,67.12,67.22,67.22,67.22
FIIs,23.58,23.51,21.28,19.91,20.13,20.66,19.38,18.94,18.96,19.52,17.47,16.67
DIIs,3.66,3.7,4.0,4.19,4.82,4.75,5.39,6.26,6.45,6.1,5.97,6.99
Public,5.6,5.63,7.56,8.75,7.91,7.46,8.1,7.66,7.47,7.15,9.32,9.12
No. of Shareholders,15287.0,15955.0,23907.0,28377.0,30674.0,35016.0,35224.0,30002.0,29661.0,28861.0,34922.0,34842.0
