,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8.77,8.77,9.54,14.75,14.75,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
Reserves,0.49,-0.33,-1.86,-2.54,-3.14,-2.66,-1.91,-1.76,-6.09,-5.44,-5.16,-5.72,-5.99
Preference Capital,6.26,6.26,5.48,0.28,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,
Borrowings,4.75,5.21,6.8,1.48,2.32,2.56,3.76,3.36,4.04,6.16,6.34,9.39,5.6
Other Liabilities,28.7,16.57,13.99,9.53,9.96,14.27,12.77,14.29,12.48,24.76,33.24,30.59,21.67
Total Liabilities,42.71,30.22,28.47,23.22,23.89,28.97,29.42,30.69,25.23,40.28,49.22,49.06,36.08
Fixed Assets,2.97,3.27,2.77,2.15,1.97,1.75,1.55,1.46,2.26,1.94,1.63,1.52,1.42
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,2.0,2.0,14.6,3.52,3.52,0.25,0.25,0.02,0.02,0.02,0.02,0.02,0.02
Other Assets,37.74,24.95,11.1,17.55,18.4,26.97,27.62,29.21,22.95,38.32,47.57,47.52,34.64
Total Assets,42.71,30.22,28.47,23.22,23.89,28.97,29.42,30.69,25.23,40.28,49.22,49.06,36.08
