,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.58,71.63,71.63,71.75,71.75,71.81,71.92,71.92
FIIs,5.62,4.6,4.4,4.38,3.13,1.55,1.92,1.73
DIIs,9.99,11.21,11.73,11.94,9.08,7.39,7.4,7.42
Government,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
Public,12.81,12.31,12.23,11.93,16.04,19.25,18.76,18.95
No. of Shareholders,8372.0,7894.0,7740.0,8132.0,29909.0,21770.0,29275.0,28999.0
