,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,65.05,75.70,91.14,75.99,100.14,109.63
Inventory Days,,,2316.61,2761.95,859.72,
Days Payable,,,116.14,342.26,40.96,
Cash Conversion Cycle,65.05,75.70,2291.62,2495.68,918.89,109.63
Working Capital Days,255.44,242.90,311.12,276.47,238.62,285.96
ROCE %,,18.61,4.11,-9.45,-9.52,3.09
