,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.0,5.0,15.0,2.0,5.0,32.0,33.0,89.0,36.0,72.0,54.0,100.0,36.0
Expenses,8.0,14.0,22.0,10.0,15.0,21.0,-5.0,50.0,33.0,43.0,39.0,50.0,32.0
Operating Profit,-6.0,-9.0,-7.0,-8.0,-10.0,11.0,38.0,39.0,2.0,29.0,14.0,50.0,4.0
OPM %,-266.0,-179.0,-49.0,-388.0,-208.0,35.0,116.0,44.0,7.0,41.0,27.0,50.0,11.0
Other Income,0.0,10.0,14.0,0.0,0.0,1.0,2.0,563.0,2.0,4.0,-491.0,571.0,-42.0
Interest,37.0,42.0,43.0,44.0,46.0,49.0,49.0,47.0,4.0,3.0,-1.0,0.0,0.0
Depreciation,25.0,25.0,20.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0,-119.0,23.0,23.0
Profit before tax,-68.0,-66.0,-56.0,-75.0,-79.0,-59.0,-31.0,532.0,-22.0,7.0,-356.0,597.0,-61.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,7.0
Net Profit,-68.0,-66.0,-56.0,-75.0,-79.0,-59.0,-31.0,532.0,-22.0,7.0,-160.0,589.0,-57.0
EPS in Rs,-7.72,-7.51,-6.33,-8.48,-9.01,-6.74,-3.47,12.99,-0.54,0.17,-3.88,12.23,-1.19
