,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,34,57,85,38,48,22,4,4,81
Cash from Investing Activity,-137,-85,-43,4,-8,-10,-2,0,14
Cash from Financing Activity,465,-343,-53,-46,-41,-11,-2,-1,-40
Net Cash Flow,362,-371,-11,-4,-1,0,1,3,55
