,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,11.0,6,5,8,14,9,33,17,7
Inventory Days,341.0,1638,1706,1618,1739,1401,10698,,196
Days Payable,644.0,465,466,390,409,376,4145,,300
Cash Conversion Cycle,-291.0,1178,1246,1235,1344,1034,6587,17,-98
Working Capital Days,-238.0,105,40,-81,-54,-356,-6108,-2649,-38
ROCE %,,-2,-2,-2,-4,-27,-18,-17,35
