,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.05,0.01,0.94,4.68,2.71,8.97,4.08,3.87,4.7,10.5,8.11
Cash from Investing Activity,-1.51,-3.67,-0.64,-2.61,-1.51,-1.11,-3.45,-12.44,-7.93,-8.92,-1.71
Cash from Financing Activity,1.37,3.65,-0.77,-2.12,-1.31,-7.68,-0.76,8.67,3.37,-1.7000000000000002,-6.55
Net Cash Flow,-0.08,-0.02,-0.46,-0.05,-0.11,0.18,-0.13,0.1,0.14,-0.12,-0.15
