,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,166,151,151,168,169,170.0
Reserves,353,259,196,477,701,819.0
Preference Capital,0,0,0,123,0,
Borrowings,435,413,383,37,160,187.0
Other Liabilities,68,46,194,345,220,240.0
Total Liabilities,1022,868,923,1026,1250,1417.0
Fixed Assets,732,691,630,669,691,781.0
CWIP,0,0,3,35,40,2.0
Investments,112,14,95,93,229,325.0
Other Assets,178,163,196,230,291,309.0
Total Assets,1022,868,923,1026,1250,1417.0
