,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,198.0,72,84,64,64
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,198.0,72,84,64,64
Working Capital Days,42.0,24,53,29,34
ROCE %,,8,15,34,29
