,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,63,101,205,253,223
Cash from Investing Activity,-816,94,-104,-115,-204
Cash from Financing Activity,775,-206,-89,-115,7
Net Cash Flow,23,-11,11,22,27
