,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,49.91,49.42,49.22,49.12
FIIs,8.36,8.04,8.08,9.22
DIIs,23.61,23.55,23.42,22.05
Public,18.11,18.98,19.29,19.61
No. of Shareholders,91617.0,83843.0,78772.0,66799.0
