,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2980.0,3283.0,3767.0,3425.0,4085.0,5490.0,4990.0,5536.0,4312.0,3998.0,4270.0,4108.0,4265.0
Expenses,1862.0,2263.0,2865.0,2324.0,3280.0,4907.0,4000.0,4563.0,3329.0,3149.0,3425.0,3387.0,3351.0
Operating Profit,1118.0,1019.0,902.0,1101.0,805.0,583.0,990.0,974.0,983.0,849.0,845.0,721.0,914.0
OPM %,38.0,31.0,24.0,32.0,20.0,11.0,20.0,18.0,23.0,21.0,20.0,18.0,21.0
Other Income,37.0,37.0,46.0,45.0,45.0,67.0,11.0,54.0,24.0,42.0,45.0,40.0,55.0
Interest,63.0,52.0,41.0,35.0,27.0,25.0,24.0,21.0,20.0,15.0,13.0,15.0,14.0
Depreciation,136.0,137.0,137.0,139.0,143.0,146.0,151.0,151.0,155.0,158.0,157.0,161.0,165.0
Profit before tax,957.0,867.0,770.0,972.0,680.0,479.0,826.0,855.0,833.0,718.0,719.0,586.0,789.0
Tax %,25.0,25.0,25.0,25.0,25.0,27.0,23.0,24.0,25.0,26.0,24.0,26.0,25.0
Net Profit,716.0,650.0,578.0,728.0,513.0,351.0,639.0,648.0,621.0,530.0,543.0,434.0,590.0
EPS in Rs,8.84,8.34,7.39,9.03,7.06,5.22,7.72,8.39,7.73,6.37,6.61,5.94,8.06
