,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,341.99,381.58,605.73,597.58,383.65,388.09,639.78,696.4,429.1,415.58,713.0,702.1,439.9
Expenses,314.87,332.05,460.37,457.16,353.11,355.8,498.28,548.3,412.9,387.39,568.4,585.6,423.1
Operating Profit,27.12,49.53,145.36,140.42,30.54,32.29,141.5,148.1,16.2,28.19,144.6,116.5,16.8
OPM %,7.93,12.98,24.0,23.5,7.96,8.32,22.12,21.27,3.78,6.78,20.28,16.59,3.82
Other Income,-95.14,-31.66,1.79,2.39,3.36,2.69,1.96,-0.9,1.4,0.84,-6.5,-11.8,4.1
Interest,30.83,9.87,8.5,6.42,6.69,6.42,5.98,4.1,3.0,3.84,5.2,5.1,6.5
Depreciation,6.49,6.26,5.99,5.59,6.11,5.84,6.08,6.1,6.4,5.88,6.6,6.2,5.8
Profit before tax,-105.34,1.74,132.66,130.8,21.1,22.72,131.4,137.0,8.2,19.31,126.3,93.4,8.6
Tax %,0.0,0.0,-0.35,0.0,-1.75,-2.55,-1.45,0.0,-3.66,-1.29,-15.04,-18.2,31.4
Net Profit,-105.34,1.74,133.13,130.8,21.47,23.3,133.3,137.0,8.5,19.56,145.3,110.4,5.9
EPS in Rs,-16.55,0.27,20.92,20.56,3.37,3.66,20.95,21.53,1.34,3.07,22.83,17.35,0.93
