,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,26.92,26.55,30.53,27.43,31.61,31.45,28.32,25.71,29.83,25.62,26.2,23.14,25.0
Expenses,24.44,24.4,26.95,24.39,28.24,29.4,26.42,24.42,28.62,24.81,25.78,22.56,24.27
Operating Profit,2.48,2.15,3.58,3.04,3.37,2.05,1.9,1.29,1.21,0.81,0.42,0.58,0.73
OPM %,9.21,8.1,11.73,11.08,10.66,6.52,6.71,5.02,4.06,3.16,1.6,2.51,2.92
Other Income,0.28,0.31,-0.96,0.29,0.39,4.71,0.38,0.29,0.79,0.86,0.98,0.73,1.05
Interest,0.5,0.5,0.64,0.52,0.51,0.36,0.4,0.31,0.36,0.33,0.36,0.21,0.24
Depreciation,0.8,0.76,0.77,0.77,0.74,0.74,0.8,0.8,0.83,0.97,1.0,1.10,1.0
Profit before tax,1.46,1.2,1.21,2.04,2.51,5.66,1.08,0.47,0.81,0.37,0.04,0.00,0.54
Tax %,28.77,43.33,29.75,26.96,38.65,24.38,6.48,-21.28,65.43,-86.49,550.0,,27.78
Net Profit,1.04,0.68,0.85,1.49,1.55,4.29,1.01,0.57,0.28,0.69,-0.18,-0.04,0.39
EPS in Rs,5.78,3.78,4.72,8.28,8.61,23.83,5.61,3.17,1.56,3.83,-1.0,-0.22,2.17
