,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,61.0,76,92,104,91,70,80,92,82,61,46
Inventory Days,102.0,97,144,140,159,157,180,179,217,192,168
Days Payable,37.0,32,54,30,60,49,59,52,29,32,29
Cash Conversion Cycle,126.0,141,182,213,190,178,201,220,270,221,185
Working Capital Days,69.0,69,83,102,104,107,138,150,166,159,128
ROCE %,,20,19,16,18,19,14,12,11,10,12
