,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.47,73.47,73.47,73.47,73.47,73.47,73.44,73.43,73.41,73.41
FIIs,6.02,5.36,4.7,5.51,5.29,5.37,5.43,4.69,0.23,0.14
DIIs,6.27,6.27,6.13,5.72,5.73,5.31,4.43,4.34,0.0,0.02
Public,14.24,14.91,15.7,15.3,15.51,15.87,16.7,17.55,26.35,26.43
No. of Shareholders,241.0,269.0,1299.0,2441.0,3826.0,34595.0,44406.0,52068.0,73343.0,74745.0
