,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,0,0,0,0,0,5,7,28,28
Reserves,0,0,0,1,1,1,1,2,6,20,402,511,437
Borrowings,0,1,1,1,1,2,1,1,1,1,1,65,16
Other Liabilities,0,0,1,0,0,0,0,1,7,13,150,277,285
Total Liabilities,1,1,2,2,3,3,3,4,15,40,560,881,766
Fixed Assets,0,0,0,0,1,1,0,0,4,1,26,26,116
CWIP,0,0,0,0,0,0,0,0,0,0,4,85,0
Investments,0,0,0,0,0,1,0,0,0,5,23,45,36
Other Assets,0,1,2,2,2,2,3,4,10,34,507,725,614
Total Assets,1,1,2,2,3,3,3,4,15,40,560,881,766
