,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.85,3.48,3.98,3.11,4.49,4.2,4.44,4.37,3.77,4.09,3.8,4.02,4.02
Expenses,3.74,3.37,3.86,2.99,4.34,4.03,4.26,4.27,3.65,3.95,3.69,3.87,3.87
Operating Profit,0.11,0.11,0.12,0.12,0.15,0.17,0.18,0.1,0.12,0.14,0.11,0.15,0.15
OPM %,2.86,3.16,3.02,3.86,3.34,4.05,4.05,2.29,3.18,3.42,2.89,3.73,3.73
Other Income,0.06,0.07,0.05,0.1,0.09,0.04,-0.02,0.0,0.12,0.02,0.03,0.2,0.13
Interest,0.01,0.01,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.03
Depreciation,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07
Profit before tax,0.11,0.12,0.12,0.15,0.15,0.12,0.07,0.01,0.16,0.07,0.03,0.25,0.18
Tax %,27.27,25.0,0.0,20.0,13.33,25.0,114.29,200.0,12.5,14.29,66.67,16.0,16.67
Net Profit,0.08,0.08,0.12,0.11,0.13,0.09,-0.01,-0.01,0.14,0.05,0.01,0.22,0.15
EPS in Rs,0.24,0.24,0.35,0.32,0.38,0.26,-0.03,-0.03,0.41,0.15,0.03,0.65,0.44
