,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,55.32,55.31,55.31,55.32,55.32,55.32,55.32,55.32,55.33
Public,44.68,44.69,44.69,44.68,44.68,44.68,44.68,44.67,44.67
No. of Shareholders,12508.0,12400.0,12139.0,12048.0,12002.0,11938.0,11920.0,11839.0,11765.0
