,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,115.0,159,102,137,101,115,114,117,123
Inventory Days,30.0,28,12,13,4,6,6,12,12
Days Payable,71.0,156,41,125,82,105,154,308,438
Cash Conversion Cycle,74.0,31,73,24,23,16,-34,-179,-304
Working Capital Days,95.0,89,87,62,82,104,113,109,111
ROCE %,,13,15,24,22,11,3,11,16
