,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,326.0,364.0,418.0,393.0,369.0,334.0,502.0,558.0,475.0,576.0,622.0,540.0,587.0
Expenses,221.0,259.0,313.0,285.0,308.0,287.0,441.0,497.0,469.0,528.0,583.0,509.0,527.0
Operating Profit,105.0,104.0,104.0,107.0,61.0,47.0,61.0,61.0,6.0,48.0,39.0,30.0,60.0
OPM %,32.0,29.0,25.0,27.0,16.0,14.0,12.0,11.0,1.0,8.0,6.0,6.0,10.0
Other Income,3.0,2.0,2.0,5.0,3.0,2.0,4.0,12.0,15.0,14.0,181.0,4.0,18.0
Interest,12.0,11.0,11.0,16.0,11.0,18.0,47.0,48.0,50.0,51.0,52.0,44.0,47.0
Depreciation,20.0,20.0,20.0,19.0,20.0,22.0,32.0,37.0,38.0,40.0,42.0,50.0,51.0
Profit before tax,76.0,75.0,75.0,77.0,32.0,8.0,-13.0,-11.0,-68.0,-29.0,126.0,-59.0,-20.0
Tax %,34.0,34.0,36.0,37.0,35.0,-16.0,-43.0,-17.0,36.0,7.0,23.0,29.0,48.0
Net Profit,50.0,50.0,48.0,49.0,21.0,10.0,-19.0,-13.0,-44.0,-27.0,98.0,-42.0,-11.0
EPS in Rs,4.28,4.23,4.11,4.25,1.79,0.89,-0.98,-0.55,-2.8,-1.68,7.69,-3.02,-0.64
