,2007-03-01,2008-03-01,2009-03-01,2010-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,15,15,17,20,20,20,22,24,24,26,26.0
Reserves,65,98,184,198,532,743,759,767,922,1167,1232,1611,1555.0
Preference Capital,1,1,1,1,0,0,0,0,0,0,0,0,
Borrowings,29,208,251,230,434,487,478,509,491,809,1510,1478,1536.0
Other Liabilities,40,65,96,123,264,259,281,432,482,547,583,618,788.0
Total Liabilities,147,385,545,565,1247,1509,1539,1728,1918,2546,3349,3733,3906.0
Fixed Assets,58,110,382,378,957,1001,1053,1244,1384,1301,2048,2793,2795.0
CWIP,34,206,18,10,15,55,125,110,108,517,100,99,114.0
Investments,0,0,15,38,0,0,0,0,0,0,315,0,0.0
Other Assets,55,68,130,139,274,452,361,374,426,727,886,841,998.0
Total Assets,147,385,545,565,1247,1509,1539,1728,1918,2546,3349,3733,3906.0
