,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.05,-3.11,0.95,0.52,0.92,1.25,0.08
Cash from Investing Activity,-0.05,4.15,-2.51,-0.09,-0.2,-0.02,0.0
Cash from Financing Activity,0.01,-0.01,0.59,-0.1,-0.63,-0.21,-1.38
Net Cash Flow,0.01,1.04,-0.98,0.33,0.09,1.03,-1.3
